19-Jan,Adelaide,Auckland,New Zealand,4311,4158,8469,2019,1
19-Jan,Adelaide,Denpasar,Indonesia,5192,4959,10151,2019,1
19-Jan,Adelaide,Doha,Qatar,7522,5541,13063,2019,1
19-Jan,Adelaide,Dubai,United Arab Emirates,10292,7565,17857,2019,1
19-Jan,Adelaide,Guangzhou,China,6467,5986,12453,2019,1
19-Jan,Adelaide,Hong Kong,Hong Kong (SAR),6279,5033,11312,2019,1
19-Jan,Adelaide,Kuala Lumpur,Malaysia,6051,5480,11531,2019,1
19-Jan,Adelaide,Nadi,Fiji,853,715,1568,2019,1
19-Jan,Adelaide,Singapore,Singapore,11254,9818,21072,2019,1
19-Feb,Adelaide,Auckland,New Zealand,3605,3844,7449,2019,2
19-Feb,Adelaide,Denpasar,Indonesia,4685,4231,8916,2019,2
19-Feb,Adelaide,Doha,Qatar,3866,2932,6798,2019,2
19-Feb,Adelaide,Dubai,United Arab Emirates,7065,4733,11798,2019,2
19-Feb,Adelaide,Guangzhou,China,6669,5081,11750,2019,2
19-Feb,Adelaide,Hong Kong,Hong Kong (SAR),5137,3884,9021,2019,2
19-Feb,Adelaide,Kuala Lumpur,Malaysia,5391,3905,9296,2019,2
19-Feb,Adelaide,Nadi,Fiji,388,407,795,2019,2
19-Feb,Adelaide,Singapore,Singapore,8184,6243,14427,2019,2
19-Mar,Adelaide,Auckland,New Zealand,4402,4660,9062,2019,3
19-Mar,Adelaide,Denpasar,Indonesia,4589,4667,9256,2019,3
19-Mar,Adelaide,Doha,Qatar,2633,4516,7149,2019,3
19-Mar,Adelaide,Dubai,United Arab Emirates,5279,7063,12342,2019,3
19-Mar,Adelaide,Guangzhou,China,4380,3474,7854,2019,3
19-Mar,Adelaide,Hong Kong,Hong Kong (SAR),3842,3561,7403,2019,3
19-Mar,Adelaide,Kuala Lumpur,Malaysia,5199,4084,9283,2019,3
19-Mar,Adelaide,Nadi,Fiji,309,447,756,2019,3
19-Mar,Adelaide,Singapore,Singapore,8224,7509,15733,2019,3
19-Apr,Adelaide,Auckland,New Zealand,3687,3831,7518,2019,4
19-Apr,Adelaide,Denpasar,Indonesia,5404,5556,10960,2019,4
19-Apr,Adelaide,Doha,Qatar,4545,7485,12030,2019,4
19-Apr,Adelaide,Dubai,United Arab Emirates,4576,6563,11139,2019,4
19-Apr,Adelaide,Guangzhou,China,3171,3086,6257,2019,4
19-Apr,Adelaide,Hong Kong,Hong Kong (SAR),5082,5674,10756,2019,4
19-Apr,Adelaide,Kuala Lumpur,Malaysia,5159,4910,10069,2019,4
19-Apr,Adelaide,Nadi,Fiji,873,781,1654,2019,4
19-Apr,Adelaide,Singapore,Singapore,8499,8408,16907,2019,4
19-May,Adelaide,Auckland,New Zealand,3140,3274,6414,2019,5
19-May,Adelaide,Denpasar,Indonesia,6323,6169,12492,2019,5
19-May,Adelaide,Doha,Qatar,4705,7856,12561,2019,5
19-May,Adelaide,Dubai,United Arab Emirates,4368,6076,10444,2019,5
19-May,Adelaide,Guangzhou,China,2243,2298,4541,2019,5
19-May,Adelaide,Hong Kong,Hong Kong (SAR),3778,4368,8146,2019,5
19-May,Adelaide,Kuala Lumpur,Malaysia,5389,4276,9665,2019,5
19-May,Adelaide,Nadi,Fiji,475,461,936,2019,5
19-May,Adelaide,Singapore,Singapore,8033,8246,16279,2019,5
19-Jun,Adelaide,Auckland,New Zealand,2544,2806,5350,2019,6
19-Jun,Adelaide,Denpasar,Indonesia,6560,6926,13486,2019,6
19-Jun,Adelaide,Doha,Qatar,5482,7925,13407,2019,6
19-Jun,Adelaide,Dubai,United Arab Emirates,6375,8605,14980,2019,6
19-Jun,Adelaide,Guangzhou,China,2742,2660,5402,2019,6
19-Jun,Adelaide,Hong Kong,Hong Kong (SAR),3939,4501,8440,2019,6
19-Jun,Adelaide,Kuala Lumpur,Malaysia,4485,4757,9242,2019,6
19-Jun,Adelaide,Nadi,Fiji,761,906,1667,2019,6
19-Jun,Adelaide,Singapore,Singapore,7695,8369,16064,2019,6
